unit,unit_name,lesson,scene_idx,scene_id,scene_title,opener_jp,opener_zh,speaker,abc_guide,a_jp,a_zh,a_note,b_jp,b_zh,b_note,c_jp,c_zh,c_note
5,第5单元,17,6,l17_dlg_6,欲しいものの話,そうですか。小野さんはどこかへ行きたいですか。,是吗。小野想去什么地方吗？,小野,「欲しいものの話」· ほしい · 愿望 · 小野应答。A＝课文「うーん、そうですね。今年の夏は北海道…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,うーん、そうですね。今年の夏は北海道へ行きたいです。,嗯……是那样。今年夏天想去北海道。,A 标准答（小野）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,今年の夏は北海道へ行きたいです。,今年夏天想去北海道。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,うーん、そうですね。今年の夏は北海道へ行きたいでございます。,嗯……是那样。今年夏天想去北海道。,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
5,第5单元,17,7,l17_dlg_7,欲しいものの話,うーん、そうですね。今年の夏は北海道へ行きたいです。,嗯……是那样。今年夏天想去北海道。,李,「欲しいものの話」· ほしい · 愿望 · 李应答。A＝课文「北海道は涼しいですからね。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,北海道は涼しいですからね。,北海道很凉爽嘛。,A 标准答（李）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,ええ、北海道は涼しいですからね。,北海道很凉爽嘛。,B 同场景变体：节奏快、信息略减（李，可沟通）.,北海道は涼しいですからねね。,北海道很凉爽嘛。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
5,第5单元,17,8,l17_dlg_8,欲しいものの話,北海道は涼しいですからね。,北海道很凉爽嘛。,小野,「欲しいものの話」· ほしい · 愿望 · 小野应答。A＝课文「そうなんです。それに、海鮮がとてもお…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうなんです。それに、海鮮がとてもおいしいと聞きました。,是啊。而且听说海鲜特别好吃。,A 标准答（小野）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,それに、海鮮がとてもおいしいと聞きました。,而且听说海鲜特别好吃。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,そうなんです。それに、海鮮がとてもおいしいと聞きましたね。,是啊。而且听说海鲜特别好吃。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,17,9,l17_dlg_9,欲しいものの話,そうなんです。それに、海鮮がとてもおいしいと聞きました。,是啊。而且听说海鲜特别好吃。,李,「欲しいものの話」· ほしい · 愿望 · 李应答。A＝课文「いいですね。私も行ってみたいです。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いいですね。私も行ってみたいです。,不错啊。我也想去看看。,A 标准答（李）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,私も行ってみたいです。,我也想去看看。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,いいですね。私も行ってみたいでございます。,不错啊。我也想去看看。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
5,第5单元,17,10,l17_dlg_10,欲しいものの話,いいですね。私も行ってみたいです。,不错啊。我也想去看看。,小野,「欲しいものの話」· ほしい · 愿望 · 小野应答。A＝课文「じゃあ、一緒に行きませんか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,じゃあ、一緒に行きませんか。,那一起去好吗？,A 标准答（小野）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,一緒に行きませんか。,那一起去好吗？,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,じゃあ、一緒に行きませんかね。,那一起去好吗？,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,17,11,l17_dlg_11,欲しいものの話,じゃあ、一緒に行きませんか。,那一起去好吗？,李,「欲しいものの話」· ほしい · 愿望 · 李应答。A＝课文「ぜひ行きたいです。でも、まずはお金を…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,ぜひ行きたいです。でも、まずはお金を貯めないと…,很想去。不过得先攒钱……,A 标准答（李）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,でも、まずはお金を貯めないと…。,很想去。不过得先攒钱……,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,ぜひ行きたいです。でも、まずはお金を貯めないと…ね,很想去。不过得先攒钱……,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
5,第5单元,17,12,l17_dlg_12,欲しいものの話,ぜひ行きたいです。でも、まずはお金を貯めないと…,很想去。不过得先攒钱……,小野,「欲しいものの話」· ほしい · 愿望 · 小野应答。A＝课文「それは私も同じです（笑）」；B＝同场景口语/缩短；C＝更礼貌或郑重。,それは私も同じです（笑）,我也一样（笑）,A 标准答（小野）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,ええ、それは私も同じです（笑）,我也一样（笑）,B 同场景变体：节奏快、信息略减（小野，可沟通）.,それは私も同じです（笑）ね,我也一样（笑）,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,17,13,l17_dlg_13,欲しいものの話,それは私も同じです（笑）,我也一样（笑）,李,「欲しいものの話」· ほしい · 愿望 · 李应答。A＝课文「ところで、小野さんは何か習いたいこと…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,ところで、小野さんは何か習いたいことはありますか。,对了，小野有什么想学的吗？,A 标准答（李）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,ところで、小野さんは何か習いたいことはありる？,对了，小野有什么想学的吗？,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,ところで、小野さんは何か習いたいことはありますでしょうか。,对了，小野有什么想学的吗？,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
5,第5单元,17,14,l17_dlg_14,欲しいものの話,ところで、小野さんは何か習いたいことはありますか。,对了，小野有什么想学的吗？,小野,「欲しいものの話」· ほしい · 愿望 · 小野应答。A＝课文「ピアノを習いたいです。子どものときか…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,ピアノを習いたいです。子どものときから興味があって。,想学钢琴。从小就有兴趣。,A 标准答（小野）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,子どものときから興味があって。,从小就有兴趣。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,ピアノを習いたいです。子どものときから興味があってね。,想学钢琴。从小就有兴趣。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,17,15,l17_dlg_15,欲しいものの話,ピアノを習いたいです。子どものときから興味があって。,想学钢琴。从小就有兴趣。,李,「欲しいものの話」· ほしい · 愿望 · 李应答。A＝课文「すごいですね。私は日本語をもっと勉強…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,すごいですね。私は日本語をもっと勉強したいです。,真厉害。我还想多学学日语。,A 标准答（李）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,私は日本語をもっと勉強したいです。,我还想多学学日语。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,すごいですね。私は日本語をもっと勉強したいでございます。,真厉害。我还想多学学日语。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
5,第5单元,17,16,l17_dlg_16,欲しいものの話,すごいですね。私は日本語をもっと勉強したいです。,真厉害。我还想多学学日语。,小野,「欲しいものの話」· ほしい · 愿望 · 小野应答。A＝课文「李さんはもう十分上手ですよ。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,李さんはもう十分上手ですよ。,小李已经很棒了。,A 标准答（小野）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,ええ、李さんはもう十分上手ですよ。,小李已经很棒了。,B 同场景变体：节奏快、信息略减（小野，可沟通）.,李さんはもう十分上手ですます。,小李已经很棒了。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
